PIN_CD,STATE_ID,STATE_NAME,STATE_CODE,CITY_CD,CITY_NAME,DISTRICT_CODE,DISTRICT_NAME
110084,2000000033,Delhi,DL,3000000760,Delhi,4000000040,North Delhi
110040,2000000033,Delhi,DL,3000000183,Delhi,4000000587,North West Delhi
110006,2000000033,Delhi,DL,3000000760,Delhi,4000000040,North Delhi
127025,2000000008,Haryana,HR,3000000177,Bhiwani,4000000190,Bhiwani
127114,2000000008,Haryana,HR,3000000177,Bhiwani,4000000190,Bhiwani
125104,2000000008,Haryana,HR,3000000219,Sirsa,4000000484,Sirsa
136130,2000000008,Haryana,HR,3000000402,Kurukshetra,4000000335,Kurukshetra
140133,2000000035,Chandigarh,CG,3000000500,Chandigarh,4000000266,Chandigarh
140301,2000000035,Chandigarh,CG,3000000500,Chandigarh,4000000266,Chandigarh
134113,2000000008,Haryana,HR,3000000704,Panchkula,4000000462,Panchkula
134116,2000000008,Haryana,HR,3000000704,Panchkula,4000000462,Panchkula
135103,2000000008,Haryana,HR,3000000903,Yamuna Nagar,4000000001,Yamuna Nagar
141010,2000000021,Punjab,PB,3000000964,Ludhiana,4000000002,Ludhiana
143102,2000000021,Punjab,PB,3000000860,Amritsar,4000000343,Amritsar
144409,2000000021,Punjab,PB,3000000861,Jalandhar,4000000202,Jalandhar
144803,2000000021,Punjab,PB,3000000885,Kapurthala,4000000257,Kapurthala
144007,2000000021,Punjab,PB,3000000861,Jalandhar,4000000202,Jalandhar
144533,2000000021,Punjab,PB,3000001026,Nawanshahr,4000000435,Nawanshahr
147003,2000000021,Punjab,PB,3000000173,Patiala,4000000147,Patiala
147101,2000000021,Punjab,PB,3000000173,Patiala,4000000147,Patiala
152026,2000000021,Punjab,PB,3000000965,Muktsar,4000000368,Muktsar
171007,2000000009,Himachal Pradesh,HP,3000000746,Shimla,4000000557,Shimla
176222,2000000009,Himachal Pradesh,HP,3000000390,Kangra,4000000463,Kangra
151209,2000000021,Punjab,PB,3000000076,Faridkot,4000000018,Faridkot
148103,2000000021,Punjab,PB,3000000146,Sangrur,4000000316,Sangrur
173202,2000000009,Himachal Pradesh,HP,3000000497,Solan,4000000134,Solan
176024,2000000009,Himachal Pradesh,HP,3000000390,Kangra,4000000463,Kangra
176002,2000000009,Himachal Pradesh,HP,3000000390,Kangra,4000000463,Kangra
174308,2000000009,Himachal Pradesh,HP,3000000866,Una,4000000415,Una
173217,2000000009,Himachal Pradesh,HP,3000000497,Solan,4000000134,Solan
151505,2000000021,Punjab,PB,3000000793,Mansa,4000000369,Mansa
171302,2000000009,Himachal Pradesh,HP,3000000719,Mandi,4000000049,Mandi
184203,2000000010,Jammu & Kashmir,JK,3000000397,Kathua,4000000287,Kathua
172105,2000000009,Himachal Pradesh,HP,3000000140,Kinnaur,4000000578,Kinnaur
176066,2000000009,Himachal Pradesh,HP,3000000390,Kangra,4000000463,Kangra
224207,2000000026,Uttar Pradesh,UP,3000000418,Faizabad,4000000437,Faizabad
230002,2000000026,Uttar Pradesh,UP,3000000928,Pratapgarh,4000000405,Pratapgarh
211002,2000000026,Uttar Pradesh,UP,3000000359,Allahabad,4000000452,Allahabad
221407,2000000026,Uttar Pradesh,UP,3000000455,Sant Ravidas Nagar,4000000192,Sant Ravidas Nagar
246127,2000000027,Uttarakhand,UA/UK,3000000203,Pauri Garhwal,4000000204,Pauri Garhwal
246129,2000000027,Uttarakhand,UA/UK,3000000203,Pauri Garhwal,4000000204,Pauri Garhwal
233300,2000000026,Uttar Pradesh,UP,3000000813,Ghazipur,4000000476,Ghazipur
233302,2000000026,Uttar Pradesh,UP,3000000813,Ghazipur,4000000476,Ghazipur
185135,2000000010,Jammu & Kashmir,JK,3000000100,Rajauri,4000000165,Rajauri
226003,2000000026,Uttar Pradesh,UP,3000000750,Lucknow,4000000386,Lucknow
233310,2000000026,Uttar Pradesh,UP,3000000813,Ghazipur,4000000476,Ghazipur
233311,2000000026,Uttar Pradesh,UP,3000000813,Ghazipur,4000000476,Ghazipur
207126,2000000026,Uttar Pradesh,UP,3000000566,Etah,4000000061,Etah
229211,2000000026,Uttar Pradesh,UP,3000000170,Raebareli,4000000453,Raebareli
231223,2000000026,Uttar Pradesh,UP,3000000529,Sonbhadra,4000000004,Sonbhadra
228171,2000000026,Uttar Pradesh,UP,3000000902,Sultanpur,4000000323,Sultanpur
225207,2000000026,Uttar Pradesh,UP,3000000858,Barabanki,4000000418,Barabanki
212212,2000000026,Uttar Pradesh,UP,3000000359,Allahabad,4000000452,Allahabad
221711,2000000026,Uttar Pradesh,UP,3000000670,Ballia,4000000155,Ballia
223225,2000000026,Uttar Pradesh,UP,3000000242,Azamgarh,4000000493,Azamgarh
206242,2000000026,Uttar Pradesh,UP,3000000986,Etawah,4000000610,Etawah
230403,2000000026,Uttar Pradesh,UP,3000000928,Pratapgarh,4000000405,Pratapgarh
210125,2000000026,Uttar Pradesh,UP,3000000959,Banda,4000000376,Banda
227308,2000000026,Uttar Pradesh,UP,3000000750,Lucknow,4000000386,Lucknow
230304,2000000026,Uttar Pradesh,UP,3000000928,Pratapgarh,4000000405,Pratapgarh
261202,2000000026,Uttar Pradesh,UP,3000000687,Sitapur,4000000547,Sitapur
202524,2000000026,Uttar Pradesh,UP,3000000957,Budaun,4000000522,Budaun
193402,2000000010,Jammu & Kashmir,JK,3000000190,Baramulla,4000000088,Baramulla
193411,2000000010,Jammu & Kashmir,JK,3000000160,Budgam,4000000393,Budgam
227305,2000000026,Uttar Pradesh,UP,3000000750,Lucknow,4000000386,Lucknow
191201,2000000010,Jammu & Kashmir,JK,3000000463,Srinagar,4000000181,Srinagar
212307,2000000026,Uttar Pradesh,UP,3000000359,Allahabad,4000000452,Allahabad
194101,2000000010,Jammu & Kashmir,JK,3000000895,Leh,4000000150,Leh
233221,2000000026,Uttar Pradesh,UP,3000000813,Ghazipur,4000000476,Ghazipur
241404,2000000026,Uttar Pradesh,UP,3000000908,Hardoi,4000000030,Hardoi
207250,2000000026,Uttar Pradesh,UP,3000000566,Etah,4000000061,Etah
192210,2000000010,Jammu & Kashmir,JK,3000000718,Ananthnag,4000000135,Ananthnag
180010,2000000010,Jammu & Kashmir,JK,3000000919,Jammu,4000000148,Jammu
160035,2000000035,Chandigarh,CG,3000000500,Chandigarh,4000000266,Chandigarh
175121,2000000009,Himachal Pradesh,HP,3000000719,Mandi,4000000049,Mandi
202122,2000000026,Uttar Pradesh,UP,3000000317,Aligarh,4000000182,Aligarh
221717,2000000026,Uttar Pradesh,UP,3000000670,Ballia,4000000155,Ballia
202415,2000000026,Uttar Pradesh,UP,3000000956,Moradabad,4000000019,Moradabad
284003,2000000026,Uttar Pradesh,UP,3000000937,Jhansi,4000000485,Jhansi
303904,2000000022,Rajasthan,RJ,3000001010,Jaipur,4000000166,Jaipur
271304,2000000026,Uttar Pradesh,UP,3000000762,Gonda,4000000306,Gonda
303807,2000000022,Rajasthan,RJ,3000001010,Jaipur,4000000166,Jaipur
251314,2000000026,Uttar Pradesh,UP,3000000257,Muzaffarnagar,4000000243,Muzaffarnagar
261403,2000000026,Uttar Pradesh,UP,3000000687,Sitapur,4000000547,Sitapur
263145,2000000027,Uttarakhand,UA/UK,3000000441,Udham Singh Nagar,4000000497,Udham Singh Nagar
272165,2000000026,Uttar Pradesh,UP,3000000690,Sant Kabir Nagar,4000000581,Sant Kabir Nagar
274402,2000000026,Uttar Pradesh,UP,3000000943,Kushinagar,4000000033,Kushinagar
271605,2000000026,Uttar Pradesh,UP,3000000809,Balrampur,4000000604,Balrampur
273008,2000000026,Uttar Pradesh,UP,3000000580,Gorakhpur,4000000454,Gorakhpur
303103,2000000022,Rajasthan,RJ,3000001010,Jaipur,4000000166,Jaipur
243641,2000000026,Uttar Pradesh,UP,3000000957,Budaun,4000000522,Budaun
273015,2000000026,Uttar Pradesh,UP,3000000580,Gorakhpur,4000000454,Gorakhpur
303325,2000000022,Rajasthan,RJ,3000000583,Dausa,4000000217,Dausa
244301,2000000026,Uttar Pradesh,UP,3000000956,Moradabad,4000000019,Moradabad
249131,2000000027,Uttarakhand,UA/UK,3000000857,Uttarkashi,4000000095,Uttarkashi
225413,2000000026,Uttar Pradesh,UP,3000000858,Barabanki,4000000418,Barabanki
262551,2000000027,Uttarakhand,UA/UK,3000000985,Pithoragarh,4000000031,Pithoragarh
250611,2000000026,Uttar Pradesh,UP,3000000061,Meerut,4000000137,Meerut
243401,2000000026,Uttar Pradesh,UP,3000000158,Bareilly,4000000225,Bareilly
210208,2000000026,Uttar Pradesh,UP,3000000959,Banda,4000000376,Banda
210128,2000000026,Uttar Pradesh,UP,3000000959,Banda,4000000376,Banda
246451,2000000027,Uttarakhand,UA/UK,3000000255,Chamoli,4000000546,Chamoli
246747,2000000026,Uttar Pradesh,UP,3000000408,Bijnor,4000000071,Bijnor
246728,2000000026,Uttar Pradesh,UP,3000000408,Bijnor,4000000071,Bijnor
229126,2000000026,Uttar Pradesh,UP,3000000170,Raebareli,4000000453,Raebareli
246155,2000000027,Uttarakhand,UA/UK,3000000203,Pauri Garhwal,4000000204,Pauri Garhwal
246168,2000000027,Uttarakhand,UA/UK,3000000203,Pauri Garhwal,4000000204,Pauri Garhwal
263678,2000000027,Uttarakhand,UA/UK,3000000790,Almora,4000000193,Almora
263679,2000000027,Uttarakhand,UA/UK,3000000761,Bageshwar,4000000289,Bageshwar
272149,2000000026,Uttar Pradesh,UP,3000000171,Basti,4000000288,Basti
271128,2000000026,Uttar Pradesh,UP,3000000762,Gonda,4000000306,Gonda
271841,2000000026,Uttar Pradesh,UP,3000000942,Bahraich,4000000580,Bahraich
262543,2000000027,Uttarakhand,UA/UK,3000000985,Pithoragarh,4000000031,Pithoragarh
321611,2000000022,Rajasthan,RJ,3000000046,Karauli,4000000464,Karauli
322255,2000000022,Rajasthan,RJ,3000000046,Karauli,4000000464,Karauli
305625,2000000022,Rajasthan,RJ,3000000963,Ajmer,4000000419,Ajmer
388620,2000000007,Gujarat,GJ,3000000877,Khambhat,4000000066,Anand
323023,2000000022,Rajasthan,RJ,3000000047,Bundi,4000000194,Bundi
362510,2000000007,Gujarat,GJ,3000000907,Junagadh,4000000021,Junagadh
305802,2000000022,Rajasthan,RJ,3000000963,Ajmer,4000000419,Ajmer
281401,2000000026,Uttar Pradesh,UP,3000000532,Mathura,4000000089,Mathura
341502,2000000022,Rajasthan,RJ,3000000228,Nagaur,4000000260,Nagaur
361240,2000000007,Gujarat,GJ,3000000016,Jamnagar,4000000096,Jamnagar
341513,2000000022,Rajasthan,RJ,3000000228,Nagaur,4000000260,Nagaur
361350,2000000007,Gujarat,GJ,3000000016,Jamnagar,4000000096,Jamnagar
362110,2000000007,Gujarat,GJ,3000000907,Junagadh,4000000021,Junagadh
273304,2000000026,Uttar Pradesh,UP,3000000635,Maharajganj,4000000361,Maharajganj
362015,2000000007,Gujarat,GJ,3000000907,Junagadh,4000000021,Junagadh
360490,2000000007,Gujarat,GJ,3000000016,Jamnagar,4000000096,Jamnagar
245403,2000000026,Uttar Pradesh,UP,3000000026,Bulandshahr,4000000450,Bulandshahr
341303,2000000022,Rajasthan,RJ,3000000228,Nagaur,4000000260,Nagaur
361008,2000000007,Gujarat,GJ,3000000016,Jamnagar,4000000096,Jamnagar
273161,2000000026,Uttar Pradesh,UP,3000000635,Maharajganj,4000000361,Maharajganj
303313,2000000022,Rajasthan,RJ,3000000583,Dausa,4000000217,Dausa
305923,2000000022,Rajasthan,RJ,3000000963,Ajmer,4000000419,Ajmer
273211,2000000026,Uttar Pradesh,UP,3000000580,Gorakhpur,4000000454,Gorakhpur
273307,2000000026,Uttar Pradesh,UP,3000000635,Maharajganj,4000000361,Maharajganj
277503,2000000026,Uttar Pradesh,UP,3000000670,Ballia,4000000155,Ballia
311403,2000000022,Rajasthan,RJ,3000000604,Bhilwara,4000000394,Bhilwara
283113,2000000026,Uttar Pradesh,UP,3000000157,Agra,4000000216,Agra
273002,2000000026,Uttar Pradesh,UP,3000000580,Gorakhpur,4000000454,Gorakhpur
273006,2000000026,Uttar Pradesh,UP,3000000580,Gorakhpur,4000000454,Gorakhpur
272205,2000000026,Uttar Pradesh,UP,3000000535,Siddharthnagar,4000000101,Siddharthnagar
244926,2000000026,Uttar Pradesh,UP,3000000956,Moradabad,4000000019,Moradabad
273157,2000000026,Uttar Pradesh,UP,3000000635,Maharajganj,4000000361,Maharajganj
283202,2000000026,Uttar Pradesh,UP,3000000157,Agra,4000000216,Agra
263628,2000000027,Uttarakhand,UA/UK,3000000790,Almora,4000000193,Almora
263629,2000000027,Uttarakhand,UA/UK,3000000790,Almora,4000000193,Almora
396472,2000000007,Gujarat,GJ,3000000853,Navsari,4000000290,Navsari
400067,2000000015,Maharashtra,MH,3000000400,Mumbai,4000000312,Mumbai
413222,2000000015,Maharashtra,MH,3000000538,Solapur,4000000121,Solapur
370675,2000000007,Gujarat,GJ,3000000754,Kachchh,4000000073,Kachchh
394115,2000000007,Gujarat,GJ,3000000452,Ankleswar,4000000103,Bharuch
413738,2000000015,Maharashtra,MH,3000000872,Ahmed Nagar,4000000052,Ahmed Nagar
394220,2000000007,Gujarat,GJ,3000000909,Surat,4000000051,Surat
384345,2000000007,Gujarat,GJ,3000000391,Mahesana,4000000270,Mahesana
394245,2000000007,Gujarat,GJ,3000000909,Surat,4000000051,Surat
382640,2000000007,Gujarat,GJ,3000000948,Gandhi Nagar,4000000324,Gandhi Nagar
400001,2000000015,Maharashtra,MH,3000000698,Mumbai,4000000571,Raigarh (Mh)
380008,2000000007,Gujarat,GJ,3000000451,Ahmedabad,4000000420,Ahmedabad
393145,2000000007,Gujarat,GJ,3000000799,Narmada,4000000471,Narmada
390006,2000000007,Gujarat,GJ,3000000066,Baroda,4000000183,Vadodara
388275,2000000007,Gujarat,GJ,3000000512,Anand,4000000066,Anand
392161,2000000007,Gujarat,GJ,3000000191,Vadodara,4000000183,Vadodara
322027,2000000022,Rajasthan,RJ,3000000570,Sawai Madhopur,4000000139,Sawai Madhopur
393150,2000000007,Gujarat,GJ,3000000799,Narmada,4000000471,Narmada
388520,2000000007,Gujarat,GJ,3000000512,Anand,4000000066,Anand
384151,2000000007,Gujarat,GJ,3000000392,Patan,4000000406,Patan
396235,2000000007,Gujarat,GJ,3000000437,Valsad,4000000590,Valsad
387345,2000000007,Gujarat,GJ,3000000512,Anand,4000000066,Anand
396415,2000000007,Gujarat,GJ,3000000853,Navsari,4000000290,Navsari
425105,2000000015,Maharashtra,MH,3000000029,Jalgaon,4000000465,Jalgaon
412405,2000000015,Maharashtra,MH,3000000645,Pune,4000000512,Pune
396065,2000000007,Gujarat,GJ,3000000437,Valsad,4000000590,Valsad
384228,2000000007,Gujarat,GJ,3000000391,Mahesana,4000000270,Mahesana
396035,2000000007,Gujarat,GJ,3000000437,Valsad,4000000590,Valsad
394633,2000000007,Gujarat,GJ,3000000633,Tapi,4000000325,Tapi
321605,2000000022,Rajasthan,RJ,3000000517,Alwar,4000000535,Alwar
384245,2000000007,Gujarat,GJ,3000000392,Patan,4000000406,Patan
384110,2000000007,Gujarat,GJ,3000000392,Patan,4000000406,Patan
393120,2000000007,Gujarat,GJ,3000000309,Bharuch,4000000103,Bharuch
314804,2000000022,Rajasthan,RJ,3000000730,Dungarpur,4000000120,Dungarpur
335002,2000000022,Rajasthan,RJ,3000000669,Ganganagar,4000000140,Ganganagar
416403,2000000015,Maharashtra,MH,3000000769,Sangli,4000000431,Sangli
431203,2000000015,Maharashtra,MH,3000000995,Jalna,4000000486,Jalna
451556,2000000014,Madhya Pradesh,MP,3000000900,Barwani,4000000271,Barwani
416506,2000000015,Maharashtra,MH,3000000740,Kolhapur,4000000007,Kolhapur
460663,2000000014,Madhya Pradesh,MP,3000000837,Betul,4000000153,Betul
415504,2000000015,Maharashtra,MH,3000000128,Satara,4000000591,Satara
425510,2000000015,Maharashtra,MH,3000000029,Jalgaon,4000000465,Jalgaon
413709,2000000015,Maharashtra,MH,3000000872,Ahmed Nagar,4000000052,Ahmed Nagar
413714,2000000015,Maharashtra,MH,3000000872,Ahmed Nagar,4000000052,Ahmed Nagar
413606,2000000015,Maharashtra,MH,3000000427,Osmanabad,4000000500,Osmanabad
442704,2000000015,Maharashtra,MH,3000000791,Gadchiroli,4000000197,Gadchiroli
413309,2000000015,Maharashtra,MH,3000000538,Solapur,4000000121,Solapur
413315,2000000015,Maharashtra,MH,3000000538,Solapur,4000000121,Solapur
461251,2000000014,Madhya Pradesh,MP,3000000081,Harda,4000000347,Harda
431606,2000000015,Maharashtra,MH,3000001013,Nanded,4000000318,Nanded
416520,2000000015,Maharashtra,MH,3000000846,Sindhudurg,4000000362,Sindhudurg
440030,2000000015,Maharashtra,MH,3000000337,Nagpur,4000000158,Nagpur
410205,2000000015,Maharashtra,MH,3000000945,Raigarh (Mh),4000000571,Raigarh (Mh)
416712,2000000015,Maharashtra,MH,3000000136,Ratnagiri,4000000152,Ratnagiri
416514,2000000015,Maharashtra,MH,3000000846,Sindhudurg,4000000362,Sindhudurg
431542,2000000015,Maharashtra,MH,3000000188,Hingoli,4000000560,Hingoli
424104,2000000015,Maharashtra,MH,3000000029,Jalgaon,4000000465,Jalgaon
411046,2000000015,Maharashtra,MH,3000000887,Katraj,4000000512,Pune
444605,2000000015,Maharashtra,MH,3000000638,Amravati,4000000245,Amravati
424304,2000000015,Maharashtra,MH,3000000946,Dhule,4000000104,Dhule
388245,2000000007,Gujarat,GJ,3000000233,Kheda,4000000455,Kheda
458226,2000000014,Madhya Pradesh,MP,3000000716,Neemuch,4000000601,Neemuch
413527,2000000015,Maharashtra,MH,3000000770,Latur,4000000378,Latur
393020,2000000007,Gujarat,GJ,3000000309,Bharuch,4000000103,Bharuch
410401,2000000015,Maharashtra,MH,3000000766,Lonavala,4000000512,Pune
410502,2000000015,Maharashtra,MH,3000000520,Chakan,4000000512,Pune
387520,2000000007,Gujarat,GJ,3000000233,Kheda,4000000455,Kheda
442902,2000000015,Maharashtra,MH,3000000967,Chandrapur,4000000122,Chandrapur
458660,2000000014,Madhya Pradesh,MP,3000000305,Mandsaur,4000000244,Mandsaur
413405,2000000015,Maharashtra,MH,3000000427,Osmanabad,4000000500,Osmanabad
423201,2000000015,Maharashtra,MH,3000000385,Nashik,4000000326,Nashik
412215,2000000015,Maharashtra,MH,3000000645,Pune,4000000512,Pune
401103,2000000015,Maharashtra,MH,3000000678,Bhayander,4000000456,Thane
401201,2000000015,Maharashtra,MH,3000000797,Vasai,4000000456,Thane
392025,2000000007,Gujarat,GJ,3000000309,Bharuch,4000000103,Bharuch
413102,2000000015,Maharashtra,MH,3000000648,Baramati,4000000512,Pune
413120,2000000015,Maharashtra,MH,3000000645,Pune,4000000512,Pune
388340,2000000007,Gujarat,GJ,3000000512,Anand,4000000066,Anand
413252,2000000015,Maharashtra,MH,3000000538,Solapur,4000000121,Solapur
416143,2000000015,Maharashtra,MH,3000000740,Kolhapur,4000000007,Kolhapur
421312,2000000015,Maharashtra,MH,3000000795,Thane,4000000456,Thane
422501,2000000015,Maharashtra,MH,3000000385,Nashik,4000000326,Nashik
415608,2000000015,Maharashtra,MH,3000000136,Ratnagiri,4000000152,Ratnagiri
414601,2000000015,Maharashtra,MH,3000000872,Ahmed Nagar,4000000052,Ahmed Nagar
414606,2000000015,Maharashtra,MH,3000000872,Ahmed Nagar,4000000052,Ahmed Nagar
421311,2000000015,Maharashtra,MH,3000000795,Thane,4000000456,Thane
365456,2000000007,Gujarat,GJ,3000000801,Amreli,4000000498,Amreli
422608,2000000015,Maharashtra,MH,3000000872,Ahmed Nagar,4000000052,Ahmed Nagar
422611,2000000015,Maharashtra,MH,3000000872,Ahmed Nagar,4000000052,Ahmed Nagar
415604,2000000015,Maharashtra,MH,3000000136,Ratnagiri,4000000152,Ratnagiri
403521,2000000006,Goa,GA,3000001223,Bardez,4000000235,North Goa
403526,2000000006,Goa,GA,3000001223,Bardez,4000000235,North Goa
416603,2000000015,Maharashtra,MH,3000000846,Sindhudurg,4000000362,Sindhudurg
431815,2000000015,Maharashtra,MH,3000001013,Nanded,4000000318,Nanded
440007,2000000015,Maharashtra,MH,3000000337,Nagpur,4000000158,Nagpur
484881,2000000014,Madhya Pradesh,MP,3000000297,Anuppur,4000000584,Anuppur
484886,2000000014,Madhya Pradesh,MP,3000000297,Anuppur,4000000584,Anuppur
464228,2000000014,Madhya Pradesh,MP,3000000480,Vidisha,4000000198,Vidisha
486450,2000000014,Madhya Pradesh,MP,3000000524,Rewa,4000000513,Rewa
494336,2000000005,Chattisgarh,CH,3000000513,Kanker,4000000080,Kanker
440013,2000000015,Maharashtra,MH,3000000337,Nagpur,4000000158,Nagpur
472115,2000000014,Madhya Pradesh,MP,3000000968,Tikamgarh,4000000036,Tikamgarh
491557,2000000005,Chattisgarh,CH,3000001003,Rajnandgaon,4000000396,Rajnandgaon
494333,2000000005,Chattisgarh,CH,3000000513,Kanker,4000000080,Kanker
472331,2000000014,Madhya Pradesh,MP,3000000968,Tikamgarh,4000000036,Tikamgarh
465331,2000000014,Madhya Pradesh,MP,3000000449,Shajapur,4000000168,Shajapur
497225,2000000005,Chattisgarh,CH,3000000772,Surguja,4000000363,Surguja
481105,2000000014,Madhya Pradesh,MP,3000000780,Balaghat,4000000053,Balaghat
477331,2000000014,Madhya Pradesh,MP,3000000347,Bhind,4000000348,Bhind
477332,2000000014,Madhya Pradesh,MP,3000000347,Bhind,4000000348,Bhind
491336,2000000005,Chattisgarh,CH,3000000022,Kawardha,4000000228,Kawardha
477557,2000000014,Madhya Pradesh,MP,3000000347,Bhind,4000000348,Bhind
500094,2000000296,Telangana,TS,3000002147,New Hyderabad,4000000082,K V Ranga Reddy
471515,2000000014,Madhya Pradesh,MP,3000000482,Chhatarpur,4000000472,Chhatarpur
466221,2000000014,Madhya Pradesh,MP,3000000283,Sehore,4000000440,Sehore
464990,2000000014,Madhya Pradesh,MP,3000000732,Raisen,4000000379,Raisen
507301,2000000296,Telangana,TS,3000000616,Khammam,4000000350,Khammam
445002,2000000015,Maharashtra,MH,3000000934,Yavatmal,4000000479,Yavatmal
445003,2000000015,Maharashtra,MH,3000000934,Yavatmal,4000000479,Yavatmal
473110,2000000014,Madhya Pradesh,MP,3000000490,Guna,4000000115,Guna
472446,2000000014,Madhya Pradesh,MP,3000000968,Tikamgarh,4000000036,Tikamgarh
444104,2000000015,Maharashtra,MH,3000000587,Akola,4000000074,Akola
444107,2000000015,Maharashtra,MH,3000000587,Akola,4000000074,Akola
425416,2000000015,Maharashtra,MH,3000000571,Nandurbar,4000000196,Nandurbar
445203,2000000015,Maharashtra,MH,3000000424,Digras,4000000479,Yavatmal
443209,2000000015,Maharashtra,MH,3000000176,Buldhana,4000000346,Buldhana
473226,2000000014,Madhya Pradesh,MP,3000000490,Guna,4000000115,Guna
444204,2000000015,Maharashtra,MH,3000000176,Buldhana,4000000346,Buldhana
492003,2000000005,Chattisgarh,CH,3000001004,Raipur,4000000043,Raipur
441109,2000000015,Maharashtra,MH,3000000337,Nagpur,4000000158,Nagpur
444902,2000000015,Maharashtra,MH,3000000638,Amravati,4000000245,Amravati
444811,2000000015,Maharashtra,MH,3000000638,Amravati,4000000245,Amravati
454552,2000000014,Madhya Pradesh,MP,3000000591,Dhar,4000000494,Dhar
441201,2000000015,Maharashtra,MH,3000000337,Nagpur,4000000158,Nagpur
444913,2000000015,Maharashtra,MH,3000000638,Amravati,4000000245,Amravati
454665,2000000014,Madhya Pradesh,MP,3000000591,Dhar,4000000494,Dhar
461772,2000000014,Madhya Pradesh,MP,3000000743,Hoshangabad,4000000561,Hoshangabad
462004,2000000014,Madhya Pradesh,MP,3000000032,Bhopal,4000000550,Bhopal
502307,2000000296,Telangana,TS,3000000856,Medak,4000000248,Medak
505331,2000000001,Andhra Pradesh,AP,3000000103,Karim Nagar,4000000273,Karim Nagar
517505,2000000001,Andhra Pradesh,AP,3000000223,Tirupati,4000000024,Chittoor
509136,2000000296,Telangana,TS,3000000168,Mahabub Nagar,4000000525,Mahabub Nagar
509110,2000000296,Telangana,TS,3000000168,Mahabub Nagar,4000000525,Mahabub Nagar
504303,2000000296,Telangana,TS,3000000421,Adilabad,4000000458,Adilabad
522601,2000000001,Andhra Pradesh,AP,3000000058,Guntur,4000000441,Guntur
502293,2000000296,Telangana,TS,3000000856,Medak,4000000248,Medak
504308,2000000001,Andhra Pradesh,AP,3000000421,Adilabad,4000000458,Adilabad
516193,2000000001,Andhra Pradesh,AP,3000000312,Cuddapah,4000000466,Cuddapah
523292,2000000001,Andhra Pradesh,AP,3000000840,Prakasam,4000000091,Prakasam
522408,2000000001,Andhra Pradesh,AP,3000000058,Guntur,4000000441,Guntur
523001,2000000001,Andhra Pradesh,AP,3000000330,Ongole,4000000091,Prakasam
522661,2000000001,Andhra Pradesh,AP,3000000058,Guntur,4000000441,Guntur
495671,2000000005,Chattisgarh,CH,3000000295,Champa,4000000573,Janjgir-Champa
516267,2000000001,Andhra Pradesh,AP,3000000312,Cuddapah,4000000466,Cuddapah
523104,2000000001,Andhra Pradesh,AP,3000000840,Prakasam,4000000091,Prakasam
523280,2000000001,Andhra Pradesh,AP,3000000840,Prakasam,4000000091,Prakasam
507118,2000000296,Telangana,TS,3000000616,Khammam,4000000350,Khammam
495689,2000000005,Chattisgarh,CH,3000000807,Janjgir-Champa,4000000573,Janjgir-Champa
515711,2000000001,Andhra Pradesh,AP,3000000983,Ananthapur,4000000407,Ananthapur
504251,2000000001,Andhra Pradesh,AP,3000000421,Adilabad,4000000458,Adilabad
506316,2000000296,Telangana,TS,3000000372,Warangal,4000000067,Warangal
506324,2000000001,Andhra Pradesh,AP,3000000372,Warangal,4000000067,Warangal
504109,2000000296,Telangana,TS,3000000421,Adilabad,4000000458,Adilabad
466554,2000000014,Madhya Pradesh,MP,3000000283,Sehore,4000000440,Sehore
496554,2000000005,Chattisgarh,CH,3000000663,Raigarh,4000000081,Raigarh
505472,2000000296,Telangana,TS,3000002107,Karim Nagar,4000000677,Karimnagar
470441,2000000014,Madhya Pradesh,MP,3000000152,Sagar,4000000107,Sagar
500044,2000000296,Telangana,TS,3000002087,Hyderabad TS,4000000678,Hyderabad TS
501502,2000000296,Telangana,TS,3000000118,K V Ranga Reddy,4000000082,K V Ranga Reddy
501503,2000000001,Andhra Pradesh,AP,3000000118,K V Ranga Reddy,4000000082,K V Ranga Reddy
505416,2000000296,Telangana,TS,3000002107,Karim Nagar,4000000677,Karimnagar
495009,2000000005,Chattisgarh,CH,3000000440,Bilaspur,4000000605,Bilaspur
483330,2000000014,Madhya Pradesh,MP,3000000969,Katni,4000000480,Katni
501501,2000000001,Andhra Pradesh,AP,3000000118,K V Ranga Reddy,4000000082,K V Ranga Reddy
500028,2000000296,Telangana,TS,3000002087,Hyderabad TS,4000000678,Hyderabad TS
504106,2000000001,Andhra Pradesh,AP,3000000421,Adilabad,4000000458,Adilabad
530017,2000000001,Andhra Pradesh,AP,3000001040,Vishakapatnam,4000000185,Visakhapatnam
530045,2000000001,Andhra Pradesh,AP,3000001040,Vishakapatnam,4000000185,Visakhapatnam
524002,2000000001,Andhra Pradesh,AP,3000000313,Nellore,4000000562,Nellore
571102,2000000012,Karnataka,KA,3000000147,Mysore,4000000351,Mysore
560058,2000000012,Karnataka,KA,3000000216,Bangalore,4000000209,Bangalore
534211,2000000001,Andhra Pradesh,AP,3000000916,West Godavari,4000000124,West Godavari
534215,2000000001,Andhra Pradesh,AP,3000000916,West Godavari,4000000124,West Godavari
533234,2000000001,Andhra Pradesh,AP,3000000618,East Godavari,4000000467,East Godavari
534238,2000000001,Andhra Pradesh,AP,3000000916,West Godavari,4000000124,West Godavari
